Order,Text,AUDIOTEXT,TXTGRDTXT,StartTime,EndTime,stem,,LogFrqHAL,Close Brackets 3,Close Brackets Truncated,TDP,BUP,TDX,BUX,TDXStack,BUXStack,TDPennStack,BUPennStack,LexFunc,POS,EARLYX_SURPRISAL,Ngram Text,Ngram POS,2-gram lex,3-gram lex,2-gram pos,3-gram pos,Break Strength (post-word),Word,StartTimeCorrected,EndTimeCorrected,,TB-word,TB-arclabel,,TB-full-word,TB-full-arclabel
718,ask,ask,ask,"257,6469","257,9343",ask,,"11,84",1,1,3,2,6,3,4,12,6,20,1,VB,"7,343572936",ask,VB,"6,50526535","5,383848863","0,7199282567","0,7307942835",1,ask,257.69040152988913,257.959826044873,,ask,VMOD,,ask,VMOD
719,them,them,them,"257,9343","258,1077",them,,"13,59",2,2,3,3,4,4,3,13,5,21,0,minor,"5,342553157",them,PRP,"5,349300811","5,79889056","2,453014685","2,653519621",1,them,257.959826044873,258.1513446760062,,them,OBJ,,them,OBJ
720,what,what,what,"258,1077","258,2935",what,,"14,1",2,2,4,3,8,5,3,16,5,22,0,minor,"5,356440149",what,WP,"8,349300855","2,798877229","9,140982758","6,017705963",2,what,258.1513446760062,258.3136486006953,,what,VMOD,,what,VMOD
721,the,the,the,"258,2935","258,4611",the,,"16,96",1,1,5,2,6,3,4,18,7,23,0,minor,"2,386078316",the,DT,"5,372089238","2,798877229","3,386107746","3,381091634",1,the,258.3136486006953,258.4694603683968,,the,NMOD,,the,NMOD
722,name,name,name,"258,4611","258,6886",name,,"12,6",2,2,2,3,5,3,4,20,6,24,1,NN|VB,"6,544779112",name,NN,"8,086237369","4,798890545","1,118174284","1,586406693",1,name,258.4694603683968,258.70642409844294,,name,SUB,,name,SUB
723,of,of,of,"258,6886","258,7604",of,,"16,21",1,1,3,2,3,1,5,21,6,24,0,minor,"4,306215787",of,IN,"3,073733559","2,910895966","2,064794236","1,877723178",0,of,258.70642409844294,258.7745917468124,,of,NMOD,,of,NMOD
724,the,the,the,"258,7604","258,8322",the,,"16,96",1,1,3,2,5,4,5,22,6,25,0,minor,"1,856308693",the,DT,"1,98173939","3,798890531","1,448510136","1,551038125",1,the,258.7745917468124,258.89794272957613,,the,NMOD,,the,NMOD
725,country,country,country,"258,8322","259,3231",country,,"11,58",4,4,2,5,4,3,4,24,5,26,1,NN,"8,878400789",country,NN,"12,55961218","9,810118734","1,118174284","0,8243397787",1,country,258.89794272957613,259.3718701896683,,country,PMOD,,country,PMOD
726,is,is,is,"259,3231","259,5865",is,,"15,68",13,0,3,14,9,13,5,19,4,24,0,VB,"4,813819748",is,VBZ,"1,889851537","2,798877229","5,376241648","5,423379808",3,is,259.3718701896683,259.5958496057393,,is,SBAR,,is,SBAR
727,you,you,you,"259,5865","259,7182",you,,"15,43",2,2,4,4,23,41,2,4,2,13,0,minor,"3,975096266",you,PRP,"5,102880185","2,798877229","3,346676459","2,788041099",2,you,259.5958496057393,259.7549074519346,,you,SUB,,you,SUB
728,know,know,know,"259,7182","260,0535",know,,"13,59",10,0,4,12,18,23,4,5,1,14,1,VB|NN,"5,60707396",know,VBP,"3,192585503","4,798890545","2,544058768","2,257781649",4,know,259.7549074519346,260.0795153013129,,know,PRD,,know,PRD
729,please,Please,Please,"260,7599","261,0951",please,,"13,27",2,2,4,3,2,0,2,1,5,1,1,VB|NN,"7,845696267",please,UH,"8,655715502","8,655715502","4,669435007","4,669435007",2,please,260.74574510510405,261.13202844586414,,Please,NMOD,,Please,NMOD
730,ma'am,Maam,Ma'am,"261,0951","261,4543",ma'am,,"11,07",2,2,6,6,2,1,2,2,4,3,1,,"10,46595164",ma'am,NNP,"6,137793664","5,120818597","7,84549724","4,795402521",4,ma'am,261.13202844586414,261.48260492319264,,Ma'am,SUB,,Ma'am,SUB
731,is,is,is,"261,7536","261,9934",is,,"15,68",1,1,4,3,5,1,5,3,2,5,0,VB,"4,914051147",is,VBZ,"1,889851537","2,798877229","5,10404286","0,04615819088",2,is,261.7974745370895,262.0321211721927,,is,ROOT,,is,ROOT
732,this,this,this,"261,9934","262,2357",this,,"14,99",1,1,6,2,8,10,2,4,10,6,0,minor|NN,"5,173623234",this,DT,"6,622163999","2,798877229","2,218343719","3,146065222",1,this,262.0321211721927,262.24960843127616,,this,NMOD,,this,NMOD
733,New,New,New,"262,2357","262,3503",New,,"13,47",1,1,2,2,13,7,4,8,9,7,1,JJ|NN,"9,192574326",new,NNP,"8,955951363","3,798890531","2,752831983","4,600737534",1,New,262.24960843127616,262.3729594140399,,New,NMOD,,New,NMOD
734,Zealand,Zealand,Zeland,"262,3503","262,9563",Zealand,,"9,54",2,2,2,3,1,1,3,9,8,8,1,NN,"8,590394931",zealand,NNP,"4,211772974","2,798877229","2,614672994","1,836019692",3,Zealand,262.3729594140399,262.97997609237717,,Zealand,NMOD,,Zealand,NMOD
735,or,or,or,"262,9563","263,1302",or,,"14,78",1,1,3,3,2,2,3,9,6,8,0,minor,"5,456036276",or,CC,"1,889851537","2,798877229","3,819619362","3,383915273",1,or,262.97997609237717,263.1552643310414,,or,NMOD,,or,NMOD
736,Australia,Australia,Australia,"263,1302","263,9327",Australia,,"10,48",2,2,3,3,5,16,2,10,5,9,1,NN,"10,4921276",australia,NNP,"8,156629025","2,798877229","4,770587718","2,483835534",4,Australia,263.1552643310414,264.0836427802631,,Australia,PRD,,Australia,PRD
737,and,and,and,"264,9503","265,0017",and,,"16,19",1,1,3,3,2,0,2,1,3,11,0,minor,"3,798497581",and,NNP,"4,560907616","4,560907616","3,226499067","3,226499067",2,and,264.93319783361125,265.04681058089363,,and,NMOD,,and,NMOD
738,she,she,she,"265,0017","265,1898",she,,"13,1",3,3,3,4,5,3,2,3,2,12,0,minor,"3,461490174",she,PRP,"3,971630792","2,525004189","4,608112215","4,859416075",1,she,265.04681058089363,265.2253448980517,,she,SUB,,she,SUB
739,tried,tried,tried,"265,1898","265,4627",try,,"11,69",1,1,3,2,7,5,2,5,2,7,1,VB,"6,325431287",tried,VBD,"5,945254711","3,867953416","1,639557543","1,138946301",1,tried,265.2253448980517,265.4752929420729,,tried,ROOT,,tried,ROOT
740,to,to,to,"265,4627","265,525",to,,"16,35",1,1,4,2,14,10,2,9,2,8,0,minor,"3,607600253",to,TO,"1,079447247","1,733631225","3,905258668","3,634986599",3,to,265.4752929420729,265.5596909829112,,to,VMOD,,to,VMOD
741,curtsey,curtsey,curtsey,"265,525","266,0478",curtsy,,"3,332",1,1,3,2,6,3,3,11,2,9,1,,"10,16046001",curtsey,VB,"11,39368186","5,968807182","0,7199282567","0,8866724375",1,curtsey,265.5596909829112,266.0710265310237,,curtsey,VMOD,,curtsey,VMOD
742,as,as,as,"266,0478","266,132",as,,"14,79",1,1,3,2,9,8,2,13,2,10,0,minor|RB,"4,55528054",as,IN,"1,889851537","2,798877229","3,102631012","2,695339374",1,as,266.0710265310237,266.17490104282473,,as,VMOD,,as,VMOD
743,she,she,she,"266,132","266,2892",she,,"13,1",2,2,4,3,2,1,2,14,2,11,0,minor,"3,184759258",she,PRP,"2,098611464","2,798877229","2,127761383","1,897106628",0,she,266.17490104282473,266.3307128105263,,she,SUB,,she,SUB
744,spoke,spoke,spoke,"266,2892","266,7792",spoke,,"9,44",1,1,3,2,17,32,4,15,4,12,1,VB|NN,"7,430301928",spoke,VBD,"6,53021303","3,347207968","1,639557543","1,219911654",4,spoke,266.3307128105263,266.7899547320547,,spoke,SBAR,,spoke,SBAR
745,fancy,fancy,fancy,"267,0815","267,5125",fancy,,"8,9",2,2,3,3,15,8,3,5,3,13,1,JJ|VB|NN,"9,721094167",fancy,NN,"5,977311318","5,383848863","5,807560792","6,239843295",3,fancy,267.1210547384205,267.4802948248647,,fancy,NMOD,,fancy,NMOD
746,curtseying,curtseying,curtseying,"267,5125","268,2336",curtsy,,0,1,1,5,3,16,12,3,9,2,15,1,,"10,74124297",curtseying,VBG,"4,697206326","2,798877229","5,651862022","3,438461333",1,curtseying,267.4802948248647,268.2463693493973,,CURTSEYING,OBJ,,CURTSEYING,OBJ
747,as,as,as,"268,2336","268,3764",as,,"14,79",1,1,3,2,13,10,3,12,2,16,0,minor|RB,"3,92014618",as,IN,"1,889851537","2,798877229","2,127412581","2,374902868",1,as,268.2463693493973,268.3989350386051,,as,VMOD,,as,VMOD
748,you,you,you,"268,3764","268,4589",you,,"15,43",2,2,4,3,2,1,3,13,2,17,0,minor,"3,450672463",you,PRP,"5,222004527","2,798877229","2,127761383","2,640042559",2,you 're,268.3989350386051,268.5450085708253,,you,SUB,,you,SUB
749,are,re,'re,"268,4589","268,5734",are,,"14,91",1,1,3,2,3,1,4,14,2,18,0,VB,"6,988655919",'re,VBP,"4,160881035","5,60621873","2,544058768","3,214437146",,,,,,'re,SBAR,,'re,SBAR
750,falling,falling,falling,"268,5734","268,9736",fall,,"9,5",1,1,3,2,12,9,3,18,2,19,1,VB|NN,"10,13844341",falling,VBG,"7,137793678","7,322426442","4,881872309","4,460884362",1,falling,268.5450085708253,268.98647524597965,,falling,VC,,falling,VC
751,through,through,through,"268,9736","269,1648",through,,"12,63",1,1,3,2,6,4,4,19,2,20,0,minor|NN|JJ,"6,382143273",through,IN,"2,889851551","2,798877229","2,127412581","1,875912727",1,through,268.98647524597965,269.1617634846439,,through,VMOD,,through,VMOD
752,the,the,the,"269,1648","269,3803",the,,"16,96",1,1,4,2,5,4,4,20,3,21,0,minor,"2,176886009",the,DT,"0,8087997991","2,798877229","1,448510136","1,241494221",1,the,269.1617634846439,269.4182036856527,,the,NMOD,,the,NMOD
753,air,air,air,"269,3803","269,6437",air,,"11,3",2,2,2,3,13,36,3,22,2,22,1,NN|VB,"6,224756837",air,NN,"7,34930084","5,79889056","1,118174284","0,8243397787",4,air,269.4182036856527,269.6778899651553,,air,PMOD,,air,PMOD
754,do,Do,do,"269,761","269,8757",do,,"14,12",1,1,7,3,3,0,3,1,6,23,0,VB|NN,"7,233240802",do,NNP,"6,499518414","6,499518414","3,226499067","3,226499067",0,do,269.6778899651553,269.8202590347,,Do,ROOT,,Do,ROOT
755,you,you,you,"269,8757","269,9839",you,,"15,43",2,2,3,3,4,4,2,2,5,24,0,minor,"4,28844122",you,PRP,"3,063727912","1,586406693","4,608112215","4,859416075",1,you,269.8202590347,269.95334825294503,,you,SUB,,you,SUB
756,think,think,think,"269,9839","270,1585",think,,"13,39",1,1,3,2,9,5,3,5,5,25,1,VB|NN,"6,230627038",think,VBP,"6,670730588","3,412317758","2,544058768","2,197840778",2,think,269.95334825294503,270.13512864859683,,think,VMOD,,think,VMOD
757,you,you,you,"270,1585","270,3142",you,,"15,43",2,2,6,3,10,8,2,8,8,26,0,minor,"4,133653287",you,PRP,"2,559439295","1,646796024","2,434401922","2,943025654",1,you,270.13512864859683,270.31690904424863,,you,SUB,,you,SUB
758,could,could,could,"270,3142","270,4818",can,,"13,21",1,1,3,2,3,1,3,9,8,27,0,VB,"5,958666132",could,MD,"5,877088747","3,49586425","2,904501254","2,207892933",1,could,270.31690904424863,270.430521791531,,could,VMOD,,could,VMOD
759,manage,manage,manage,"270,4818","270,8511",manage,,"9,8",1,1,3,2,11,8,3,12,8,28,1,VB,"7,488832021",manage,VB,"8,316114793","5,60621873","0,7819087911","0,7785038148",2,manage,270.430521791531,270.8719884666854,,manage,VC,,manage,VC
760,it,it,it,"270,8511","271,1021",it,,"15,37",6,6,3,7,8,22,2,13,7,29,0,minor|NN,"3,540588096",it,PRP,"2,559160253","2,798877229","2,453014685","2,343135269",4,it,270.8719884666854,271.0602610193248,,it,OBJ,,it,OBJ
761,and,And,and,"272,3016","272,4026",and,,"16,19",1,1,3,3,2,0,2,1,5,28,0,minor,"6,284259999",and,CC,"4,560907616","4,560907616","3,955187248","3,955187248",0,and,272.31000123943096,272.4883902856039,,And,VMOD,,And,VMOD
762,what,what,what,"272,4026","272,6488",what,,"14,1",2,2,4,3,3,1,3,2,5,29,0,minor,"3,028164831",what,WDT,"7,168023224","6,434441843","8,543201797","7,7734114",0,what,272.4883902856039,272.67341675974944,,what,VMOD,,what,VMOD
763,an,an,an,"272,6488","272,8284",an,,"14,27",1,1,4,2,2,1,3,3,9,30,0,minor,"7,008408347",an,DT,"9,029399193","5,383848863","4,35192512","2,644141818",2,an,272.67341675974944,272.89415009732664,,an,NMOD,,an,NMOD
764,ignorant,ignorant,ignorant,"272,8284","273,3313",ignorant,,"9,29",1,1,2,2,5,3,3,5,8,31,1,JJ,"8,844722105",ignorant,NN,"7,722751997","2,798877229","1,118174284","3,381091634",1,ignorant,272.89415009732664,273.30640206603704,,ignorant,NMOD,,ignorant,NMOD
765,little,little,little,"273,3313","273,5708",little,,"12,57",1,1,2,2,2,1,3,6,7,32,1,JJ|RB|NN,"7,290901947",little,RB,"1,889851537","2,798877229","4,144902561","4,355213829",1,little,273.30640206603704,273.5985491304774,,little,NMOD,,little,NMOD
766,girl,girl,girl,"273,5708","273,8203",girl,,"10,61",2,2,2,3,1,1,2,7,6,33,1,NN,"9,056285226",girl,VBD,"6,337640858","2,798877229","3,683054898","3,253831891",1,girl,273.5985491304774,273.83226678202976,,girl,NMOD,,girl,SUB
767,she,she,she,"273,8203","273,9337",she,,"13,1",2,2,3,3,5,8,2,4,5,31,0,minor,"4,320012638",she,PRP,"3,889844922","4,383848849","3,83357146","3,054552746",1,she 'll,273.83226678202976,274.03352364864423,,she,SUB,,she,SUB
768,will,ll,'ll,"273,9337","274,0257",will,,"14,35",1,1,3,2,3,1,3,5,5,32,0,VB|NN,"5,186333107",'ll,MD,"8,46267826","2,798877229","2,904501254","3,367770703",,,,,,'ll,SBAR,,'ll,ROOT
769,think,think,think,"274,0257","274,2412",think,,"13,39",1,1,3,2,11,8,3,8,6,33,1,VB|NN,"6,209417088",think,VB,"7,722751997","4,383848849","0,7819087911","0,7785038148",1,think,274.03352364864423,274.2510109077277,,think,ROOT,,think,VC
770,me,me,me,"274,2412","274,361",me,,"14,08",2,2,3,3,23,16,3,15,5,34,0,minor,"5,828471491",me,PRP,"5,479719708","2,798877229","2,453014685","2,343135269",3,me,274.2510109077277,274.3678697335038,,me,OBJ,,me,OBJ
771,for,for,for,"274,361","274,5602",for,,"15,42",1,1,3,2,8,7,3,16,5,35,0,minor,"4,848426242",for,IN,"5,436401766","3,798890531","4,592565591","3,449423695",0,for,274.3678697335038,274.6015873850561,,for,VMOD,,for,VMOD
772,asking,asking,asking,"274,5602","275,1033",ask,,"10,92",1,1,4,2,34,52,3,20,5,36,1,VB|NN,"10,0599446",asking,VBG,"7,009201842","4,383848849","4,603793708","4,731023554",4,asking,274.6015873850561,275.1988658279121,,asking,PMOD,,asking,PMOD
773,no,No,No,"275,8216","276,1688",no,,"13,96",13,0,4,15,2,0,2,1,4,38,0,minor|RB,"5,813896507",no,UH,"6,669435036","6,669435036","4,669435007","4,669435007",4,no,275.8242843508465,276.2334469835762,,No,VMOD,,No,VMOD
774,it,it,it,"276,2407","276,3787",it,,"15,37",2,2,4,4,5,3,2,3,2,24,0,minor|NN,"3,390891996",it,PRP,"8,381689653","6,798890574","1,439564184","1,24655684",1,it 'll,276.2334469835762,276.5028714985601,,it,SUB,,it,SUB
775,will,ll,'ll,"276,3787","276,5161",will,,"14,35",1,1,3,2,5,3,2,5,3,25,0,VB|NN,"5,098778796",'ll,MD,"6,218184324","2,798877229","2,904501254","1,785715735",,,,,,'ll,VMOD,,'ll,VMOD
776,never,never,never,"276,5161","276,8393",never,,"12,62",2,2,3,3,2,1,2,6,2,26,1,RB|NN,"5,192925692",never,RB,"5,181842416","3,325947628","1,724193627","1,65297481",1,never,276.5028714985601,276.892400917814,,never,VMOD,,never,VMOD
777,do,do,do,"276,8393","276,9741",do,,"14,12",1,1,3,2,7,3,4,8,2,27,0,VB|NN,"4,447244426",do,VB,"5,3063815","1,910895952","3,024658716","0,4386506392",0,do,276.892400917814,277.04496660702176,,do,VC,,do,VC
778,to,to,to,"276,9741","277,0845",to,,"16,35",1,1,4,2,13,11,3,11,2,28,0,minor,"4,143231968",to,TO,"5,382287557","1,325934311","4,447264456","3,575424428",0,to,277.04496660702176,277.0936577844285,,to,VMOD,,to,VMOD
779,ask,ask,ask,"277,0845","277,6176",ask,,"11,84",1,1,3,2,22,35,4,13,3,29,1,VB,"7,156273497",ask,VB,"6,50526535","4,798890545","0,7199282567","0,7307942835",4,ask,277.0936577844285,277.6617215208404,,ask,VMOD,,ask,VMOD
780,perhaps,perhaps,perhaps,"278,0965","278,5467",perhaps,,"11,6",2,2,7,4,2,0,2,1,3,31,1,RB,"7,229453184",perhaps,RB,"5,349300811","5,79889056","3,869979792","4,259243326",2,perhaps,278.1388950594264,278.5693913865613,,perhaps,VMOD,,perhaps,VMOD
781,I,I,I,"278,5467","278,6233",I,,"15,79",2,2,3,3,5,3,2,3,2,32,0,minor|NN,"4,829051495",i,PRP,"5,977311318","2,798877229","3,631830767","3,748662978",1,I,278.5693913865613,278.67326589836233,,I,SUB,,I,SUB
782,shall,shall,shall,"278,6233","278,826",shall,,11,1,1,3,2,3,1,3,4,2,33,0,VB,"6,583412388",shall,MD,"5,088894868","2,798877229","2,904501254","2,38331399",1,shall,278.67326589836233,278.8453080585328,,shall,ROOT,,shall,ROOT
783,see,see,see,"278,826","279,0184",see,,"13,27",1,1,3,2,11,8,3,7,2,34,1,VB,"5,277560969",see,VB,"6,533701054","6,798890574","0,7819087911","0,7785038148",1,see,278.8453080585328,279.0433188466535,,see,VC,,see,VC
784,it,it,it,"279,0184","279,1501",it,,"15,37",2,2,4,3,10,8,2,10,2,35,0,minor|NN,"3,606578564",it,PRP,"3,260176774","2,798877229","2,453014685","2,343135269",3,it,279.0433188466535,279.13096296598565,,it,SUB,,it,SUB
785,written,written,written,"279,1501","279,4168",write,,"11,55",1,1,3,2,5,2,3,12,3,36,1,VB|JJ,"8,731445958",written,VBN,"8,968541471","5,60621873","7,214995287","5,832209498",1,written,279.13096296598565,279.45881689385766,,written,VMOD,,written,VMOD
786,up,up,up,"279,4168","279,59",up,,"13,74",2,2,3,3,16,13,2,16,2,37,0,minor|VB|JJ|RB,"4,041327803",up,RB,"4,47480324","3,798890531","3,491778278","3,043344561",1,up,279.45881689385766,279.62436689704055,,up,VMOD,,up,VMOD
787,somewhere,somewhere,somewhere,"279,59","280,2372",somewhere,,"10,71",33,0,4,35,1,17,1,15,1,38,0,RB|NN,"9,455231629",somewhere,RB,"8,504567774","2,798877229","2,913423953","1,934328832",4,somewhere,279.62436689704055,280.24112181085917,,somewhere,VMOD,,somewhere,VMOD
788,down,Down,Down,"281,377","281,9757",down,,"12,59",2,2,4,3,2,0,2,1,2,1,0,RB|minor|JJ|NN,"9,971425303",down,RB,"10,01694198","10,01694198","3,875029123","3,875029123",3,down,281.41682956749065,282.02245887809534,,Down,ROOT,,Down,ROOT
789,down,down,down,"281,9757","282,5264",down,,"12,59",2,2,4,4,2,1,2,2,2,3,0,RB|minor|JJ|NN,"6,432316669",down,RB,"4,890741857","1,910895952","2,913423953","2,547932137",3,down,282.02245887809534,282.5807843790259,,down,AMOD,,down,AMOD
790,down,down,down,"282,5264","283,137",down,,"12,59",2,2,5,5,1,3,1,3,1,5,0,RB|minor|JJ|NN,"6,733280869",down,NN,"4,890741857","2,325934326","6,473109086","6,005315171",4,down,282.5807843790259,283.14560203694396,,down,AMOD,,down,AMOD
791,there,There,There,"283,6997","283,8674",there,,"14,09",2,2,5,3,5,2,2,2,5,1,0,minor|RB,"6,083259788",there,EX,"5,762548666","5,762548666","5,762548666","5,762548666",1,there,283.72340400883724,283.8959163965472,,There,SUB,,There,SUB
792,was,was,was,"283,8674","284,035",is,,"14,56",1,1,3,2,4,1,4,3,5,2,0,VB,"3,266066538",was,VBD,"1,501518143","1,100979985","0,8897983718","0,9083347306",1,was,283.8959163965472,284.1004193416555,,was,VMOD,,was,VMOD
793,nothing,nothing,nothing,"284,035","284,4317",nothing,,"11,99",1,1,4,2,13,11,5,7,6,3,0,NN,"8,568157941",nothing,NN,"6,75610414","3,692987463","5,807560792","2,748676251",1,nothing,284.1004193416555,284.4769644469342,,nothing,PRD,,nothing,PRD
794,else,else,else,"284,4317","284,7325",else,,"12,08",2,2,2,3,1,1,4,8,5,4,1,RB|JJ|NN,"7,549384751",else,RB,"4,436401751","4,798890545","4,144902561","2,586406708",2,else,284.4769644469342,284.7463889619181,,else,NMOD,,else,NMOD
795,to,to,to,"284,7325","284,8491",to,,"16,35",1,1,5,2,16,15,3,10,5,4,0,minor,"3,798229279",to,TO,"2,93390364","0,9098295982","5,503504713","4,756336646",0,to,284.7463889619181,284.9151850435948,,to,VMOD,,to,VMOD
796,do,do,do,"284,8491","285,1724",do,,"14,12",8,0,3,9,20,32,4,12,4,5,1,VB|NN,"5,238756115",do,VB,"5,183337284","1,910895952","0,7199282567","0,9121748794",3,do,284.9151850435948,285.1878556370725,,do,NMOD,,do,NMOD
797,so,so,so,"285,1724","285,3759",so,,"14,05",1,1,3,3,2,0,2,1,2,3,0,RB|minor,"4,745301147",so,IN,"6,498687932","4,647875694","3,102631012","2,695339374",0,so,285.1878556370725,285.3552639791869,,so,ROOT,,so,ROOT
798,Alice,Alice,Alice,"285,3759","285,795",Alice,,"8,65",2,2,4,3,2,1,2,2,3,4,1,NN,"5,39488535",alice,NNP,"4,664418896","4,383848849","4,975749997","4,738398235",2,Alice,285.3552639791869,285.8324375177729,,Alice,SUB,,Alice,SUB
799,soon,soon,soon,"285,795","286,0344",soon,,"11,41",2,2,3,3,6,3,3,4,2,5,1,RB,"7,355705864",soon,RB,"8,381158145","5,383848863","3,881672979","4,455536057",1,soon,285.8324375177729,286.0823855617941,,soon,VMOD,,soon,VMOD
800,began,began,began,"286,0344","286,3577",begin,,"10,61",1,1,3,2,6,3,4,6,2,6,1,VB,"6,133020573",began,VBD,"6,590306709","3,798890531","3,683054898","1,924276678",2,began,286.0823855617941,286.38751694020965,,began,SBAR,,began,SBAR
801,talking,talking,talking,"286,3577","286,9045",talk,,"11,27",1,1,4,2,12,9,3,10,2,7,1,VB|NN,"8,289224194",talking,VBG,"5,609773193","2,798877229","4,019964846","7,018735775",1,talking,286.38751694020965,286.84521400783296,,talking,VMOD,,talking,VMOD
802,again,again,again,"286,9045","287,2916",again,,"12,43",6,6,4,8,5,16,1,5,1,8,0,RB,"5,544292946",again,RB,"5,977311318","3,798890531","3,367471729","3,181350742",4,again,286.84521400783296,287.2736963690122,,again,VMOD,,again,VMOD
803,Dino,Dinah,Dinah,"288,5098","288,8368",Dino,,"13,065272",2,2,5,3,7,2,4,2,4,1,1,,"7,900716386",dinah,NNP,"10,01694198","10,01694198","3,226499067","3,226499067",1,Dinah 'll,288.5252949280499,289.03138078775197,,Dinah,SUB,,Dinah,SUB
804,will,ll,'ll,"288,8368","289,0292",will,,"14,35",1,1,3,2,3,1,5,3,4,2,0,VB|NN,"5,417610047",'ll,MD,"3,55914698","4,383848849","5,865893849","5,3036243",,,,,,'ll,VMOD,,'ll,VMOD
805,miss,miss,miss,"289,0292","289,3604",miss,,"10,34",1,1,3,2,11,8,5,6,6,3,1,VB|NN,"9,433293585",miss,VB,"7,722751997","3,798890531","0,7819087911","0,9400425342",1,miss,289.03138078775197,289.36572687261156,,miss,VC,,miss,VC
806,me,me,me,"289,3604","289,5185",me,,"14,08",2,2,3,3,5,4,5,7,5,4,0,minor,"5,65927806",me,PRP,"3,889844922","2,798877229","2,453014685","2,343135269",1,me,289.36572687261156,289.5345229542882,,me,OBJ,,me,OBJ
807,very,very,very,"289,5185","289,9016",very,,"13,28",1,1,3,2,7,7,4,8,5,5,1,RB|JJ,"5,48373975",very,RB,"7,977311346","2,798877229","3,987177415","3,388034464",1,very,289.5345229542882,289.92729845203587,,very,VMOD,,very,VMOD
808,much,much,much,"289,9016","290,2728",much,,"13,09",2,2,2,3,1,1,3,9,4,6,0,JJ|RB,"5,924281625",much,RB,"3,859416061","2,798877229","2,913423953","2,570285391",2,much,289.92729845203587,290.2746288508706,,much,AMOD,,much,AMOD
809,tonight,tonight,tonight,"290,2728","290,6388",tonight,,"9,5",5,5,3,6,1,8,2,3,3,6,1,RB|NN,"10,43658598",to-night,JJ,"7,56226965","6,120818611","3,1155666","3,824170404",3,tonight,290.2746288508706,290.6544200346431,,to-night,AMOD,,to-night,AMOD
810,I,I,I,"290,6388","290,7158",I,,"15,79",2,2,5,4,5,5,2,3,2,3,0,minor|NN,"4,724816661",i,PRP,"1,889851537","2,798877229","4,335846988","3,420390044",2,I,290.6544200346431,290.7647867034317,,I,SUB,,I,SUB
